VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge
1,01/01/2020 12:56:50 AM,01/01/2020 01:04:22 AM,1,1.2,1,N,233,107,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01/01/2020 12:17:00 AM,01/01/2020 12:35:05 AM,2,3.8,1,N,142,162,2,15,3,0.5,0,0,0.3,18.8,2.5
1,01/01/2020 12:38:41 AM,01/01/2020 12:43:30 AM,2,0.9,1,N,161,170,1,5.5,3,0.5,1.7,0,0.3,11,2.5
1,01/01/2020 12:50:40 AM,01/01/2020 01:10:51 AM,3,4.4,1,Y,170,148,1,18.5,3,0.5,4.45,0,0.3,26.75,2.5
2,01/01/2020 12:29:58 AM,01/01/2020 12:34:33 AM,1,0.9,1,N,163,141,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 12:38:37 AM,01/01/2020 12:45:36 AM,2,1.67,1,N,141,137,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,01/01/2020 12:47:32 AM,01/01/2020 12:58:42 AM,2,1.81,1,N,137,137,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
1,01/01/2020 12:20:48 AM,01/01/2020 12:27:40 AM,2,1.4,1,N,231,114,1,7,3,0.5,2.15,0,0.3,12.95,2.5
1,01/01/2020 12:34:45 AM,01/01/2020 12:44:20 AM,4,0.9,1,N,90,107,1,7.5,3,0.5,2,0,0.3,13.3,2.5
1,01/01/2020 12:50:16 AM,01/01/2020 12:55:47 AM,1,0.7,1,N,170,170,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
2,01/01/2020 12:14:52 AM,01/01/2020 12:25:10 AM,1,1.5,1,N,68,144,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,01/01/2020 12:31:53 AM,01/01/2020 12:45:00 AM,1,1.96,1,N,79,170,1,10,0.5,0.5,0,0,0.3,13.8,2.5
2,01/01/2020 12:46:00 AM,01/01/2020 01:18:38 AM,1,8.5,1,N,170,181,1,29.5,0.5,0.5,6.66,0,0.3,39.96,2.5
1,01/01/2020 12:37:23 AM,01/01/2020 12:46:13 AM,1,1.7,1,N,90,231,1,8,3,0.5,2.95,0,0.3,14.75,2.5
1,01/01/2020 12:49:41 AM,01/01/2020 01:13:21 AM,1,2.6,1,N,249,50,1,16,3,0.5,1,0,0.3,20.8,2.5
2,01/01/2020 12:20:45 AM,01/01/2020 12:47:00 AM,6,1.23,1,N,161,229,1,16,0.5,0.5,5.94,0,0.3,25.74,2.5
2,01/01/2020 12:48:33 AM,01/01/2020 12:58:59 AM,5,2.98,1,N,229,7,1,11.5,0.5,0.5,3.82,0,0.3,19.12,2.5
2,01/01/2020 12:20:57 AM,01/01/2020 12:29:58 AM,1,5.54,1,N,132,130,2,17,0.5,0.5,0,0,0.3,18.3,0
2,01/01/2020 12:38:45 AM,01/01/2020 12:49:14 AM,2,2.03,1,N,232,107,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2020 12:57:18 AM,01/01/2020 01:05:18 AM,2,1.47,1,N,79,233,1,7.5,0.5,0.5,2,0,0.3,13.3,2.5
2,01/01/2020 12:23:10 AM,01/01/2020 12:38:26 AM,2,3.2,1,N,231,68,1,13,0.5,0.5,0,0,0.3,16.8,2.5
2,01/01/2020 12:42:07 AM,01/01/2020 01:09:21 AM,2,3.32,1,N,68,141,1,18.5,0.5,0.5,5,0,0.3,27.3,2.5
1,01/01/2020 12:10:21 AM,01/01/2020 12:16:30 AM,2,1,1,N,234,79,2,6,3,0.5,0,0,0.3,9.8,2.5
1,01/01/2020 12:29:37 AM,01/01/2020 12:35:56 AM,2,0.9,1,N,249,234,1,6,3,0.5,2.45,0,0.3,12.25,2.5
1,01/01/2020 12:47:53 AM,01/01/2020 01:09:52 AM,1,4.1,1,N,170,238,1,17,3,0.5,4.15,0,0.3,24.95,2.5
1,01/01/2020 12:13:34 AM,01/01/2020 12:26:41 AM,3,2.3,1,N,238,141,2,11,3,0.5,0,0,0.3,14.8,2.5
1,01/01/2020 12:28:06 AM,01/01/2020 12:42:17 AM,1,3.4,1,N,141,41,1,13,3,0.5,1.2,0,0.3,18,2.5
1,01/01/2020 12:45:52 AM,01/01/2020 12:56:39 AM,2,1.9,1,N,41,42,1,9.5,0.5,0.5,0,0,0.3,10.8,0
2,01/01/2020 12:22:38 AM,01/01/2020 12:35:23 AM,2,1.12,1,N,161,233,2,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01/01/2020 12:53:04 AM,01/01/2020 01:04:25 AM,2,1.28,1,N,161,141,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
1,01/01/2020 12:05:29 AM,01/01/2020 12:14:17 AM,2,2,1,N,144,13,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,01/01/2020 12:24:29 AM,01/01/2020 12:42:00 AM,2,8.8,1,N,13,263,1,25.5,3,0.5,0,0,0.3,29.3,2.5
1,01/01/2020 12:43:50 AM,01/01/2020 01:01:33 AM,2,3.5,1,N,263,234,1,14,3,0.5,5.3,0,0.3,23.1,2.5
2,01/01/2020 12:06:14 AM,01/01/2020 12:20:38 AM,2,2.08,1,N,249,170,1,11,0.5,0.5,1.48,0,0.3,16.28,2.5
2,01/01/2020 12:26:54 AM,01/01/2020 12:58:14 AM,3,9.08,1,N,79,227,2,30.5,0.5,0.5,0,0,0.3,34.3,2.5
1,01/01/2020 12:59:38 AM,01/01/2020 01:12:51 AM,2,1.8,1,N,90,137,2,10.5,3,0.5,0,0,0.3,14.3,2.5
2,01/01/2020 12:07:31 AM,01/01/2020 12:32:20 AM,1,7.35,1,N,237,244,2,25,0.5,0.5,0,0,0.3,28.8,2.5
2,01/01/2020 12:43:21 AM,01/01/2020 12:54:12 AM,1,1.89,1,N,152,41,2,9.5,0.5,0.5,0,0,0.3,10.8,0
2,01/01/2020 12:58:58 AM,01/01/2020 01:14:55 AM,1,7.58,1,N,75,243,2,22.5,0.5,0.5,0,0,0.3,23.8,0
1,01/01/2020 12:27:05 AM,01/01/2020 12:53:00 AM,2,6.8,1,N,65,161,1,24.5,3,0.5,0,0,0.3,28.3,2.5
1,01/01/2020 12:57:03 AM,01/01/2020 01:04:39 AM,2,0.9,1,N,161,237,1,6.5,3,0.5,3.05,0,0.3,13.35,2.5
1,01/01/2020 12:24:28 AM,01/01/2020 12:34:33 AM,2,1.6,1,N,170,68,1,8,3,0.5,2.35,0,0.3,14.15,2.5
1,01/01/2020 12:38:23 AM,01/01/2020 12:46:24 AM,4,0.7,1,N,68,234,1,6.5,3,0.5,2,0,0.3,12.3,2.5
1,01/01/2020 12:32:42 AM,01/01/2020 12:47:57 AM,2,2,1,N,114,170,2,11.5,3,0.5,0,0,0.3,15.3,2.5
1,01/01/2020 12:57:02 AM,01/01/2020 01:09:43 AM,1,2,1,N,164,148,2,10,3,0.5,0,0,0.3,13.8,2.5
1,01/01/2020 12:09:29 AM,01/01/2020 12:19:50 AM,2,1.6,1,N,158,68,1,9,3,0.5,2.55,0,0.3,15.35,2.5
1,01/01/2020 12:27:30 AM,01/01/2020 12:56:41 AM,1,5.3,1,N,68,25,1,22,3,0.5,3,0,0.3,28.8,2.5
1,01/01/2020 12:58:22 AM,01/01/2020 01:08:30 AM,1,1.7,1,N,25,66,1,8.5,0.5,0.5,2,0,0.3,11.8,0
2,01/01/2020 12:15:27 AM,01/01/2020 12:18:07 AM,2,0.53,1,N,239,239,1,4,0.5,0.5,1.95,0,0.3,9.75,2.5
2,01/01/2020 12:19:22 AM,01/01/2020 12:33:39 AM,2,3.46,1,N,239,116,2,13,0.5,0.5,0,0,0.3,16.8,2.5
2,01/01/2020 12:42:37 AM,01/01/2020 12:50:50 AM,2,2.15,1,N,166,238,1,9,0.5,0.5,2.56,0,0.3,15.36,2.5
2,01/01/2020 12:55:41 AM,01/01/2020 12:58:50 AM,2,0.88,1,N,43,142,1,5,0.5,0.5,0.15,0,0.3,8.95,2.5
1,01/01/2020 12:35:02 AM,01/01/2020 12:58:59 AM,2,2.6,1,N,246,161,2,16,3,0.5,0,0,0.3,19.8,2.5
1,01/01/2020 12:40:58 AM,01/01/2020 12:51:25 AM,1,0.5,1,N,246,48,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,01/01/2020 12:16:49 AM,01/01/2020 12:24:46 AM,2,1.7,1,N,161,141,2,8,3,0.5,0,0,0.3,11.8,2.5
1,01/01/2020 12:26:14 AM,01/01/2020 12:28:27 AM,2,0.8,1,N,141,229,1,4.5,3,0.5,1,0,0.3,9.3,2.5
1,01/01/2020 12:30:38 AM,01/01/2020 12:56:20 AM,2,6,1,N,229,49,1,21.5,3,0.5,7.55,0,0.3,32.85,2.5
1,01/01/2020 12:57:12 AM,01/01/2020 01:08:26 AM,1,1.8,1,N,49,37,1,9.5,0.5,0.5,2.15,0,0.3,12.95,0
1,01/01/2020 12:38:53 AM,01/01/2020 12:53:59 AM,1,5.8,1,N,170,261,1,18.5,3,0.5,6.65,0,0.3,28.95,2.5
1,01/01/2020 12:58:38 AM,01/01/2020 01:08:06 AM,1,2.2,1,N,231,234,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5
1,01/01/2020 12:08:53 AM,01/01/2020 12:18:24 AM,2,1,1,N,142,143,2,8,3,0.5,0,0,0.3,11.8,2.5
1,01/01/2020 12:21:10 AM,01/01/2020 12:26:31 AM,1,0.9,1,N,239,238,1,6,3,0.5,2.45,0,0.3,12.25,2.5
1,01/01/2020 12:28:18 AM,01/01/2020 12:34:17 AM,2,0.9,1,N,238,239,1,6,3,0.5,1.18,0,0.3,10.98,2.5
1,01/01/2020 12:38:28 AM,01/01/2020 01:02:31 AM,1,3.4,1,N,142,137,1,16.5,3,0.5,4.05,0,0.3,24.35,2.5
1,01/01/2020 12:09:52 AM,01/01/2020 12:17:58 AM,2,1.5,1,N,45,79,1,7.5,3,0.5,2.8,0,0.3,14.1,2.5
1,01/01/2020 12:23:18 AM,01/01/2020 12:29:17 AM,1,0.7,1,N,79,114,1,5.5,3,0.5,2.5,0,0.3,11.8,2.5
1,01/01/2020 12:34:10 AM,01/01/2020 12:51:25 AM,2,2.7,1,N,79,68,1,13,3,0.5,3.35,0,0.3,20.15,2.5
2,01/01/2020 12:18:20 AM,01/01/2020 12:22:52 AM,1,0.8,1,N,140,263,2,5,0.5,0.5,0,0,0.3,8.8,2.5
2,01/01/2020 12:27:03 AM,01/01/2020 12:39:26 AM,1,1.86,1,N,141,142,2,10,0.5,0.5,0,0,0.3,13.8,2.5
2,01/01/2020 12:42:37 AM,01/01/2020 12:53:09 AM,1,2.58,1,N,143,41,1,10,0.5,0.5,2.07,0,0.3,15.87,2.5
1,01/01/2020 12:17:45 AM,01/01/2020 12:21:19 AM,4,0.6,1,N,90,113,1,4.5,3,0.5,2,0,0.3,10.3,2.5
1,01/01/2020 12:30:36 AM,01/01/2020 12:38:48 AM,3,1.2,1,N,125,90,1,7.5,3,0.5,2.25,0,0.3,13.55,2.5
1,01/01/2020 12:45:52 AM,01/01/2020 01:02:23 AM,4,2.3,1,N,107,141,1,12,3,0.5,3.15,0,0.3,18.95,2.5
2,01/01/2020 12:20:11 AM,01/01/2020 12:35:39 AM,1,2.76,1,N,43,262,1,13,0.5,0.5,3.36,0,0.3,20.16,2.5
2,01/01/2020 12:37:22 AM,01/01/2020 12:55:28 AM,1,3.3,1,N,262,143,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,01/01/2020 12:58:27 AM,01/01/2020 01:03:03 AM,1,1.66,1,N,143,151,2,6.5,0.5,0.5,0,0,0.3,10.3,2.5
2,01/01/2020 12:11:01 AM,01/01/2020 12:40:10 AM,1,6.92,1,N,141,69,2,26,0.5,0.5,0,0,0.3,29.8,2.5
2,01/01/2020 12:26:41 AM,01/01/2020 12:33:00 AM,1,1.93,1,N,142,151,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01/01/2020 12:34:55 AM,01/01/2020 12:45:48 AM,1,6.48,1,N,151,127,2,19,0.5,0.5,0,0,0.3,20.3,0
2,01/01/2020 12:46:04 AM,01/01/2020 12:52:35 AM,1,1.41,1,N,127,243,2,7,0.5,0.5,0,0,0.3,8.3,0
2,01/01/2020 12:18:34 AM,01/01/2020 12:26:21 AM,2,1.31,1,N,231,87,2,7,0.5,0.5,0,0,0.3,10.8,2.5
2,01/01/2020 12:31:53 AM,01/01/2020 12:34:19 AM,2,0.45,1,N,209,209,1,4,0.5,0.5,1.56,0,0.3,9.36,2.5
2,01/01/2020 12:40:45 AM,01/01/2020 12:45:06 AM,2,1.23,1,N,65,49,1,6,0.5,0.5,1.46,0,0.3,8.76,0
2,01/01/2020 12:24:48 AM,01/01/2020 12:29:19 AM,1,1.13,1,N,43,263,1,5.5,0.5,0.5,1.4,0,0.3,10.7,2.5
2,01/01/2020 12:32:03 AM,01/01/2020 12:41:01 AM,2,2.52,1,N,263,233,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01/01/2020 12:48:40 AM,01/01/2020 01:07:48 AM,2,1.79,1,N,229,164,1,12.5,0.5,0.5,1,0,0.3,17.3,2.5
2,01/01/2020 12:45:28 AM,01/01/2020 12:49:15 AM,5,0.54,1,N,90,249,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01/01/2020 12:49:58 AM,01/01/2020 01:00:16 AM,5,1.2,1,N,249,79,1,8,0.5,0.5,1.18,0,0.3,12.98,2.5
2,01/01/2020 12:13:57 AM,01/01/2020 12:23:00 AM,2,1.32,1,N,114,231,1,7.5,0.5,0.5,2,0,0.3,13.3,2.5
2,01/01/2020 12:24:02 AM,01/01/2020 12:29:49 AM,3,1.11,1,N,231,114,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01/01/2020 12:33:09 AM,01/01/2020 12:49:22 AM,2,1,1,N,114,211,1,11,0.5,0.5,2.96,0,0.3,17.76,2.5
2,01/01/2020 12:52:13 AM,01/01/2020 01:18:19 AM,3,5.14,1,N,211,262,1,20.5,0.5,0.5,3,0,0.3,27.3,2.5
2,01/01/2020 12:48:56 AM,01/01/2020 12:55:02 AM,1,0.97,1,N,137,162,1,6,0.5,0.5,2.45,0,0.3,12.25,2.5
1,01/01/2020 12:25:03 AM,01/01/2020 12:35:05 AM,4,1.5,1,N,43,143,2,8.5,3,0.5,0,0,0.3,12.3,2.5
1,01/01/2020 12:38:28 AM,01/01/2020 12:49:00 AM,1,1.4,1,N,50,68,1,8.5,3,0.5,2.45,0,0.3,14.75,2.5
1,01/01/2020 12:58:26 AM,01/01/2020 01:15:46 AM,3,2.8,1,N,48,238,1,13.5,3,0.5,4.3,0,0.3,21.6,2.5
1,01/01/2020 12:22:25 AM,01/01/2020 12:32:21 AM,4,1.8,1,N,236,229,2,9,3,0.5,0,0,0.3,12.8,2.5
1,01/01/2020 12:55:56 AM,01/01/2020 12:59:44 AM,4,0.7,1,N,114,231,1,5,3,0.5,1.75,0,0.3,10.55,2.5
1,01/01/2020 12:42:51 AM,01/01/2020 12:55:30 AM,1,1.5,1,N,237,170,1,10,3,0.5,2.76,0,0.3,16.56,2.5
1,01/01/2020 12:56:34 AM,01/01/2020 01:10:14 AM,2,1.9,1,N,170,68,1,10.5,3,0.5,2.85,0,0.3,17.15,2.5
1,01/01/2020 12:23:00 AM,01/01/2020 12:39:07 AM,1,2.8,1,N,161,148,2,13,3,0.5,0,0,0.3,16.8,2.5
2,01/01/2020 12:09:37 AM,01/01/2020 12:33:42 AM,6,5.02,1,N,48,88,2,20.5,0.5,0.5,0,0,0.3,24.3,2.5
2,01/01/2020 12:38:32 AM,01/01/2020 12:49:09 AM,6,3.29,1,N,87,79,1,12,0.5,0.5,3.16,0,0.3,18.96,2.5
2,01/01/2020 12:49:53 AM,01/01/2020 01:03:46 AM,6,2.11,1,N,79,164,1,11,0.5,0.5,1.5,0,0.3,16.3,2.5
2,01/01/2020 12:05:41 AM,01/01/2020 12:11:35 AM,1,1.59,1,N,75,263,2,7.5,0.5,0.5,0,0,0.3,11.3,2.5
2,01/01/2020 12:13:41 AM,01/02/2020 12:11:35 AM,1,4.35,1,N,263,113,2,15,0.5,0.5,0,0,0.3,18.8,2.5
2,01/01/2020 12:32:39 AM,01/01/2020 12:34:49 AM,1,0.21,1,N,113,113,2,3.5,0.5,0.5,0,0,0.3,7.3,2.5
2,01/01/2020 12:37:29 AM,01/01/2020 12:50:01 AM,1,1.42,1,N,79,232,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5
2,01/01/2020 12:54:06 AM,01/01/2020 01:03:28 AM,1,1.22,1,N,148,113,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2020 12:17:39 AM,01/01/2020 12:19:32 AM,2,0.3,1,N,79,79,1,3.5,0.5,0.5,2.19,0,0.3,9.49,2.5
2,01/01/2020 12:23:09 AM,01/01/2020 12:30:30 AM,2,1.05,1,N,79,249,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2020 12:43:35 AM,01/01/2020 12:47:54 AM,2,1.43,1,N,249,231,1,6,0.5,0.5,1.47,0,0.3,11.27,2.5
2,01/01/2020 12:50:49 AM,01/01/2020 01:14:30 AM,2,9.17,1,N,231,21,1,28,0.5,0.5,5,0,0.3,36.8,2.5
2,01/01/2020 12:25:24 AM,01/01/2020 12:45:50 AM,2,2.15,1,N,237,170,2,13.5,0.5,0.5,0,0,0.3,17.3,2.5
2,01/01/2020 12:47:43 AM,01/01/2020 12:55:50 AM,3,0.55,1,N,170,186,1,6.5,0.5,0.5,3.09,0,0.3,13.39,2.5
2,01/01/2020 12:58:04 AM,01/01/2020 01:19:40 AM,2,2.45,1,N,186,142,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01/01/2020 12:12:10 AM,01/01/2020 12:18:15 AM,1,1.04,1,N,236,262,1,6,0.5,0.5,1.47,0,0.3,11.27,2.5
2,01/01/2020 12:21:59 AM,01/01/2020 12:26:48 AM,1,1.52,1,N,263,74,1,6.5,0.5,0.5,2.06,0,0.3,12.36,2.5
2,01/01/2020 12:35:39 AM,01/01/2020 12:44:33 AM,1,1.61,1,N,141,161,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2020 12:56:07 AM,01/01/2020 01:00:48 AM,1,1.18,1,N,170,79,1,5.5,0.5,0.5,1,0,0.3,10.3,2.5
1,01/01/2020 12:46:43 AM,01/01/2020 01:09:48 AM,2,3.9,1,N,229,43,1,17.5,3,0.5,5.3,0,0.3,26.6,2.5
1,01/01/2020 12:30:16 AM,01/01/2020 12:42:54 AM,0,8.1,1,N,132,95,2,23.5,0.5,0.5,0,0,0.3,24.8,0
1,01/01/2020 12:02:17 AM,01/01/2020 12:22:01 AM,2,5,1,N,261,48,1,18,3,0.5,2,0,0.3,23.8,2.5
1,01/01/2020 12:31:33 AM,01/01/2020 12:45:52 AM,4,0.8,1,N,48,50,2,10,3,0.5,0,0,0.3,13.8,2.5
1,01/01/2020 12:47:44 AM,01/01/2020 12:53:18 AM,1,0.8,1,N,50,246,1,6,3,0.5,1.95,0,0.3,11.75,2.5
1,01/01/2020 12:56:11 AM,01/01/2020 01:33:51 AM,1,5.1,1,N,246,141,1,25.5,3,0.5,5.85,0,0.3,35.15,2.5
1,01/01/2020 12:16:50 AM,01/01/2020 12:24:29 AM,2,1.1,1,N,238,239,1,7.5,3,0.5,3.35,0,0.3,14.65,2.5
1,01/01/2020 12:28:02 AM,01/01/2020 12:35:12 AM,1,1.5,1,N,239,236,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,01/01/2020 12:38:44 AM,01/01/2020 12:42:32 AM,2,1.1,1,N,263,140,1,5.5,3,0.5,1.85,0,0.3,11.15,2.5
1,01/01/2020 12:44:43 AM,01/01/2020 12:47:59 AM,2,0.9,1,Y,141,262,2,5,3,0.5,0,0,0.3,8.8,2.5
1,01/01/2020 12:49:18 AM,01/01/2020 01:00:39 AM,3,3.8,1,N,262,4,1,13.5,3,0.5,2.6,0,0.3,19.9,2.5
2,01/01/2020 12:22:44 AM,01/01/2020 12:33:36 AM,2,0.37,1,N,161,162,2,8,0.5,0.5,0,0,0.3,11.8,2.5
2,01/01/2020 12:44:27 AM,01/01/2020 12:52:17 AM,3,1.48,1,N,161,107,1,7.5,0.5,0.5,2.26,0,0.3,13.56,2.5
2,01/01/2020 12:53:25 AM,01/01/2020 01:06:34 AM,2,2.57,1,N,137,43,2,11,0.5,0.5,0,0,0.3,14.8,2.5
2,01/01/2020 12:48:10 AM,01/01/2020 12:50:43 AM,1,0.34,1,N,151,151,2,4,0.5,0.5,0,0,0.3,5.3,0
2,01/01/2020 12:54:29 AM,01/01/2020 01:25:05 AM,1,7.15,1,N,238,144,1,26,0.5,0.5,5.96,0,0.3,35.76,2.5
2,01/01/2020 12:08:04 AM,01/01/2020 12:18:03 AM,1,1.75,1,N,163,164,1,9,0.5,0.5,0,0,0.3,12.8,2.5
2,01/01/2020 12:36:11 AM,01/01/2020 12:42:21 AM,2,0.23,1,N,162,161,1,5.5,0.5,0.5,1.5,0,0.3,10.8,2.5
2,01/01/2020 12:43:22 AM,01/01/2020 01:00:58 AM,2,4.08,1,N,161,41,1,15.5,0.5,0.5,3.86,0,0.3,23.16,2.5
1,01/01/2020 12:20:46 AM,01/01/2020 12:42:45 AM,1,5.9,1,N,239,231,1,20.5,3,0.5,4.85,0,0.3,29.15,2.5
1,01/01/2020 12:43:33 AM,01/01/2020 01:06:19 AM,2,10.2,1,N,231,196,2,29.5,3,0.5,0,0,0.3,33.3,2.5
1,01/01/2020 12:05:36 AM,01/01/2020 12:12:23 AM,2,1.4,1,N,47,247,1,7,0.5,0.5,0,0,0.3,8.3,0
1,01/01/2020 12:34:42 AM,01/01/2020 12:47:33 AM,1,0,1,N,265,248,1,22.2,0,0.5,0,0,0.3,23,0
1,01/01/2020 12:05:49 AM,01/01/2020 12:15:07 AM,1,1.6,1,N,166,74,2,8,0.5,0.5,0,0,0.3,9.3,0
1,01/01/2020 12:24:56 AM,01/01/2020 12:32:29 AM,2,1.5,1,N,237,229,2,7.5,3,0.5,0,0,0.3,11.3,2.5
1,01/01/2020 12:38:35 AM,01/01/2020 12:51:35 AM,3,6.5,1,N,140,231,1,19.5,3,0.5,4,0,0.3,27.3,2.5
1,01/01/2020 12:53:56 AM,01/01/2020 01:11:31 AM,2,3.3,1,N,13,246,1,14.5,3,0.5,3.65,0,0.3,21.95,2.5
1,01/01/2020 12:09:43 AM,01/01/2020 12:26:27 AM,1,3.6,1,N,48,41,2,14.5,3,0.5,0,0,0.3,18.3,2.5
1,01/01/2020 12:35:47 AM,01/01/2020 12:47:28 AM,2,1.9,1,N,238,142,1,10,3,0.5,2.75,0,0.3,16.55,2.5
1,01/01/2020 12:48:28 AM,01/01/2020 01:12:56 AM,2,4.4,1,N,142,262,1,19,3,0.5,5.7,0,0.3,28.5,2.5
2,01/01/2020 12:26:50 AM,01/01/2020 12:45:41 AM,1,3.94,1,N,142,74,2,14.5,0.5,0.5,0,0,0.3,18.3,2.5
2,01/01/2020 12:59:50 AM,01/01/2020 01:06:52 AM,1,1.98,1,N,239,24,1,8,0.5,0.5,2.36,0,0.3,14.16,2.5
2,01/01/2020 12:48:32 AM,01/01/2020 01:07:09 AM,1,0.77,1,N,162,164,1,11.5,0.5,0.5,3.06,0,0.3,18.36,2.5
2,01/01/2020 12:08:09 AM,01/01/2020 12:19:19 AM,1,2.95,1,N,170,263,1,11,0.5,0.5,2.22,0,0.3,17.02,2.5
2,01/01/2020 12:21:58 AM,01/01/2020 12:45:05 AM,1,8.92,1,N,263,196,1,26.5,0.5,0.5,6.06,0,0.3,36.36,2.5
2,01/01/2020 12:48:46 AM,01/01/2020 01:03:51 AM,1,4.59,1,N,196,56,2,15.5,0.5,0.5,0,0,0.3,16.8,0
2,01/01/2020 12:08:02 AM,01/01/2020 12:15:21 AM,1,2.16,1,N,233,263,1,8.5,0.5,0.5,0,0,0.3,12.3,2.5
2,01/01/2020 12:21:38 AM,01/01/2020 12:35:16 AM,1,6.08,1,N,140,116,1,18.5,0.5,0.5,0,0,0.3,22.3,2.5
2,01/01/2020 12:50:01 AM,01/01/2020 01:32:06 AM,1,14.88,1,N,151,14,2,45.5,0.5,0.5,0,6.12,0.3,55.42,2.5
2,01/01/2020 12:15:03 AM,01/01/2020 12:29:37 AM,1,0.17,1,N,161,141,1,9.5,0.5,0.5,2.66,0,0.3,15.96,2.5
2,01/01/2020 12:30:40 AM,01/01/2020 01:01:06 AM,1,0.56,1,N,140,50,2,18,0.5,0.5,0,0,0.3,21.8,2.5
1,01/01/2020 12:36:07 AM,01/01/2020 01:22:22 AM,1,18.5,1,N,170,191,1,56.5,3,0.5,13.25,6.12,0.3,79.67,2.5
2,01/01/2020 12:22:19 AM,01/01/2020 12:42:28 AM,6,3.4,1,N,239,164,1,15,0.5,0.5,4.7,0,0.3,23.5,2.5
2,01/01/2020 12:47:26 AM,01/01/2020 12:52:54 AM,6,0.92,1,N,170,107,1,5.5,0.5,0.5,0.93,0,0.3,10.23,2.5
2,01/01/2020 12:53:39 AM,01/01/2020 12:57:49 AM,6,0.7,1,N,107,224,1,4.5,0.5,0.5,1.66,0,0.3,9.96,2.5
2,01/01/2020 12:07:29 AM,01/01/2020 12:26:31 AM,1,8.13,1,N,161,244,2,25,0.5,0.5,0,0,0.3,28.8,2.5
2,01/01/2020 12:37:30 AM,01/01/2020 12:45:54 AM,1,1.52,1,N,74,41,1,7.5,0.5,0.5,1.76,0,0.3,10.56,0
2,01/01/2020 12:49:21 AM,01/01/2020 12:55:34 AM,1,1.27,1,N,166,151,1,6.5,0.5,0.5,1.56,0,0.3,9.36,0
2,01/01/2020 12:57:12 AM,01/01/2020 01:01:25 AM,1,0.8,1,N,151,238,1,5,0.5,0.5,1.32,0,0.3,10.12,2.5
1,01/01/2020 12:53:10 AM,01/01/2020 12:59:28 AM,1,1.4,1,Y,151,236,2,7,3,0.5,0,0,0.3,10.8,2.5
1,01/01/2020 12:10:03 AM,01/01/2020 12:19:55 AM,1,2.2,1,N,75,239,2,9.5,3,0.5,0,0,0.3,13.3,2.5
1,01/01/2020 12:34:11 AM,01/01/2020 12:34:11 AM,1,0,1,N,41,264,2,31,0,0,0,0,0,31,0
1,01/01/2020 12:59:30 AM,01/01/2020 01:00:02 AM,1,0,1,N,51,51,1,30.2,0,0.5,0,0,0.3,31,0
2,01/01/2020 12:05:29 AM,01/01/2020 12:35:05 AM,5,3.99,1,N,113,143,1,19.5,0.5,0.5,1,0,0.3,24.3,2.5
2,01/01/2020 12:44:02 AM,01/01/2020 12:50:28 AM,5,1.09,1,N,142,142,1,6,0.5,0.5,1.96,0,0.3,11.76,2.5
2,01/01/2020 12:53:01 AM,01/01/2020 01:08:21 AM,5,2.06,1,N,142,263,2,11.5,0.5,0.5,0,0,0.3,15.3,2.5
1,01/01/2020 12:17:08 AM,01/01/2020 12:28:13 AM,1,1.6,1,N,141,43,2,9,3,0.5,0,0,0.3,12.8,2.5
1,01/01/2020 12:28:54 AM,01/01/2020 12:35:17 AM,2,1.2,1,N,43,239,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5
1,01/01/2020 12:36:44 AM,01/01/2020 01:03:41 AM,2,6.5,1,N,239,261,1,23,3,0.5,5.35,0,0.3,32.15,2.5
2,01/01/2020 12:22:15 AM,01/01/2020 12:26:10 AM,2,0.63,1,N,261,13,1,5,0.5,0.5,1.76,0,0.3,10.56,2.5
